trial_num,prob_same,response_num,time_taken,response,correct,switch,target
5.0,0.5,57.0,744.0,0.0,1.0,1.0,0.0
5.0,0.5,58.0,841.0,1.0,0.0,0.0,0.0
5.0,0.5,59.0,1231.0,0.0,0.0,1.0,1.0
5.0,0.5,60.0,1368.0,0.0,1.0,1.0,0.0
5.0,0.5,61.0,920.0,1.0,1.0,1.0,1.0
5.0,0.5,62.0,801.0,1.0,1.0,0.0,1.0
5.0,0.5,63.0,879.0,0.0,1.0,1.0,0.0
5.0,0.5,64.0,872.0,1.0,1.0,1.0,1.0
5.0,0.5,65.0,674.0,1.0,1.0,0.0,1.0
5.0,0.5,66.0,718.0,1.0,1.0,0.0,1.0
5.0,0.5,67.0,809.0,0.0,1.0,1.0,0.0
6.0,0.8,2.0,625.0,1.0,1.0,0.0,1.0
6.0,0.8,3.0,705.0,1.0,1.0,0.0,1.0
6.0,0.8,4.0,672.0,0.0,1.0,1.0,0.0
6.0,0.8,5.0,1072.0,0.0,1.0,0.0,0.0
6.0,0.8,6.0,695.0,0.0,1.0,0.0,0.0
6.0,0.8,7.0,840.0,1.0,1.0,1.0,1.0
6.0,0.8,8.0,785.0,1.0,1.0,0.0,1.0
6.0,0.8,9.0,759.0,1.0,1.0,0.0,1.0
6.0,0.8,10.0,625.0,1.0,1.0,0.0,1.0
6.0,0.8,11.0,651.0,1.0,1.0,0.0,1.0
6.0,0.8,12.0,621.0,1.0,1.0,0.0,1.0
6.0,0.8,13.0,672.0,1.0,1.0,0.0,1.0
6.0,0.8,14.0,610.0,1.0,1.0,0.0,1.0
6.0,0.8,15.0,654.0,1.0,1.0,0.0,1.0
6.0,0.8,16.0,632.0,1.0,1.0,0.0,1.0
6.0,0.8,17.0,632.0,1.0,1.0,0.0,1.0
6.0,0.8,18.0,641.0,1.0,1.0,0.0,1.0
6.0,0.8,19.0,793.0,0.0,1.0,1.0,0.0
6.0,0.8,20.0,800.0,0.0,1.0,0.0,0.0
6.0,0.8,21.0,1006.0,1.0,1.0,1.0,1.0
6.0,0.8,22.0,752.0,1.0,1.0,0.0,1.0
6.0,0.8,23.0,848.0,1.0,1.0,0.0,1.0
6.0,0.8,24.0,600.0,1.0,1.0,0.0,1.0
6.0,0.8,25.0,640.0,1.0,1.0,0.0,1.0
6.0,0.8,26.0,616.0,1.0,1.0,0.0,1.0
6.0,0.8,27.0,744.0,0.0,1.0,1.0,0.0
6.0,0.8,28.0,895.0,1.0,1.0,1.0,1.0
6.0,0.8,29.0,577.0,1.0,1.0,0.0,1.0
6.0,0.8,30.0,744.0,0.0,1.0,1.0,0.0
6.0,0.8,31.0,1112.0,0.0,1.0,0.0,0.0
6.0,0.8,32.0,712.0,0.0,1.0,0.0,0.0
6.0,0.8,33.0,713.0,0.0,1.0,0.0,0.0
6.0,0.8,34.0,767.0,0.0,1.0,0.0,0.0
6.0,0.8,35.0,805.0,1.0,1.0,1.0,1.0
6.0,0.8,36.0,747.0,1.0,1.0,0.0,1.0
6.0,0.8,37.0,704.0,1.0,1.0,0.0,1.0
6.0,0.8,38.0,672.0,1.0,1.0,0.0,1.0
6.0,0.8,39.0,680.0,1.0,1.0,0.0,1.0
6.0,0.8,40.0,689.0,1.0,1.0,0.0,1.0
6.0,0.8,41.0,647.0,1.0,1.0,0.0,1.0
6.0,0.8,42.0,657.0,1.0,1.0,0.0,1.0
6.0,0.8,43.0,799.0,0.0,1.0,1.0,0.0
6.0,0.8,44.0,793.0,0.0,1.0,0.0,0.0
6.0,0.8,45.0,919.0,0.0,1.0,0.0,0.0
6.0,0.8,46.0,688.0,0.0,1.0,0.0,0.0
6.0,0.8,47.0,729.0,0.0,1.0,0.0,0.0
6.0,0.8,48.0,704.0,0.0,1.0,0.0,0.0
6.0,0.8,49.0,951.0,1.0,1.0,1.0,1.0
6.0,0.8,50.0,697.0,1.0,1.0,0.0,1.0
6.0,0.8,51.0,1096.0,0.0,1.0,1.0,0.0
6.0,0.8,52.0,815.0,1.0,0.0,0.0,0.0
